Question,label,pred,diff
Can engaging in discussions help in managing drug use as individuals and communities?,1,1,0
Does tobacco smoke contain more cancer-causing toxins than cannabis smoke?,0,1,1
Are tobacco smokers at a higher risk of developing lung cancer than cannabis smokers?,0,1,1
Can the properties of a drug influence the level of risk of harmful consequences?,1,1,0
Are the negative effects of alcohol on the brain less than those of cannabis?,0,0,0
Does the legalization of cannabis ensure that all potential harms are minimized?,0,0,0
Is there any possibility of knowing the contents of illegal drugs?,0,1,1
Is it essential to have honest and thoughtful discussions about drug use after cannabis legalization?,1,1,0
Is it likely that cannabis will be available exclusively through the government system after legalization?,0,0,0
"Can cannabis from dealers or friends contain contaminants like mold, mildew, or toxic fillers?",1,1,0
Does the legalization of cannabis lead to closed discussions about drug use with families and communities?,0,0,0
"Are community members the only ones with thoughts, feelings, and experiences about drugs to share?",0,0,0
Does engaging together in discussions guarantee a perfect way to manage drug use and minimize harm?,0,0,0
Do the properties of a drug affect the level of risk associated with its use?,1,1,0
"Are the negative effects of some substances, like alcohol, more severe than those of cannabis on the brain?",1,1,0
Will the legalization of cannabis eliminate all potential risks associated with its use?,0,0,0
Is it possible to know the contents and dosage of all drugs obtained inside a regulated system?,0,1,1
Is it certain that cannabis will still be available outside the government system after legalization?,0,0,0
"Are community members encouraged to share their thoughts, feelings, and experiences about drugs?",1,1,0
Can engaging in discussions guarantee the discovery of perfect ways to manage drug use and minimize harm?,0,0,0
Are tobacco smokers at a higher risk of developing mouth and tongue cancers compared to cannabis smokers?,1,1,0
Is it possible to know the exact contents and dosage of drugs obtained outside a regulated system?,0,0,0
Can you convince your kids not to use drugs?,0,1,1
You can influence your kids' capacity to make good choices in a world with alcohol and other drugs.,1,1,0
Developing critical thinking skills helps reduce the risks related to using drugs.,1,1,0
Critical thinking skills are not essential for good decision-making.,0,0,0
Opening up a discussion about drugs can harm your relationship with your child.,0,0,0
"Allowing open, honest conversation about drugs can make your child feel valued and understood.",1,1,0
Talking with teens about drugs won't help them develop personal standards.,0,0,0
Discussing alcohol or drugs with young adults transitioning to adulthood is irrelevant.,0,0,0
Young adults' legal age for using alcohol or cannabis makes drug discussions unnecessary.,0,0,0
Parents become less relevant as a sounding board for young adults after they move out of the family home.,0,0,0
Critical thinking is irrelevant in assessing popular beliefs about drug use.,0,0,0
Young children are unaware that drugs are a part of our culture.,0,0,0
Seeing people drink alcohol around them does not influence young children's perception of drugs.,0,0,0
Having open conversations about drugs won't help young people become interested in their own thoughts and behavior.,0,0,0
Encouraging self-reflection can lead young people to act impulsively.,0,0,0
Impulse control is important in reducing drug-related risks.,1,1,0
Critical thinking skills are unnecessary when young people assess what's helpful in achieving life goals.,0,0,0
Parents can play a role in helping young adults make choices as they transition to adulthood.,1,1,0
Young adults don't need support in developing personal standards about drug use.,0,0,0
Discussing drugs is only relevant if they are directly affecting your family.,0,0,0
Having honest conversations with your child about drugs strengthens your relationship.,1,1,0
Talking openly about drugs can make your child feel comfortable sharing their thoughts and feelings.,1,1,0
Encouraging critical thinking helps young people resist influence from others.,1,1,0
Parents lose their influence on their children's decisions once they become young adults.,0,0,0
Nurturing a supportive relationship is essential for drug-related conversations with your child.,1,1,0
Critical thinking skills are unrelated to good decision-making.,0,0,0
Self-reflection helps young people become interested in their thoughts and behavior.,1,1,0
Opening up discussions about drugs can be done naturally during family celebrations with alcohol present.,1,0,-1
Transitioning to adulthood eliminates the need for parents' guidance on drug-related choices.,0,0,0
Parents can still serve as a sounding board for young adults even after they move out of the family home.,1,1,0
Open-ended questions have no impact on young people's interest in their thoughts and behavior.,0,0,0
Having conversations about drugs will make young people more impulsive in their actions.,0,0,0
Developing critical thinking skills is a crucial part of reducing drug-related risks.,1,1,0
Parents should only discuss drugs when their children ask questions about them.,0,0,0
Encouraging self-reflection has no effect on young people's response to influence.,0,0,0
Discussing drugs is essential only when young people are about to start using them.,0,0,0
Parents play a significant role in helping young adults make choices about drug use.,1,1,0
Critical thinking is necessary for assessing popular beliefs about drug use.,1,1,0
Young children are influenced by what they see on TV and in advertising about drugs.,1,1,0
Allowing open conversations about drugs will isolate your child from their peers.,0,0,0
Talking about drugs during dinner can be a natural and appropriate time to do so.,1,1,0
Transitioning to adulthood removes the need for parental support in drug-related matters.,0,0,0
Young adults don't need to critically assess popular beliefs about drug use.,0,0,0
Encouraging self-reflection is unrelated to developing critical thinking skills.,0,0,0
Parents should wait for their children to come to them with drug-related questions.,0,0,0
Parents can continue to provide valuable guidance to young adults even after they leave home.,1,1,0
Young adults should not critically assess the beliefs they encounter regarding drug use.,0,0,0
Opening up a discussion about drugs can lead to a closer bond between parents and children.,1,1,0
Talking openly about drugs is irrelevant in nourishing a supportive relationship.,0,0,0
Parents cannot influence their children's capacity to make good choices about drugs.,0,0,0
Discussing drugs with young adults is essential for minimizing risks.,1,1,0
Young adults do not require personal standards when making decisions about drug use.,0,0,0
Critical thinking skills are vital for young people to evaluate what is helpful in achieving their life goals.,1,1,0
Is cannabidiol (CBD) a naturally occurring component of cannabis?,1,1,0
Is CBD extracted from the cannabis plant and made into an oil for use?,1,1,0
Does CBD produce the 'high' associated with THC?,0,0,0
Is THC the primary psychoactive component of cannabis?,1,1,0
Is CBD legal in Canada?,1,1,0
Can CBD be used in the treatment of various medical conditions?,1,1,0
"Do all cannabinoids, including CBD, produce effects in the body by attaching to certain receptors?",1,1,0
Does CBD attach directly to receptors in the brain or immune system?,0,0,0
Does CBD direct the body to use more of its own cannabinoids to produce therapeutic effects?,1,1,0
Does research suggest that CBD may provide relief for chronic pain?,1,1,0
Is Sativex a proprietary medication that combines THC and CBD?,1,1,0
Can Sativex be prescribed for the relief of pain associated with multiple sclerosis?,1,1,0
Does CBD have some evidence suggesting it may be a promising support for people with opioid use disorders?,1,1,0
Can CBD be used as a therapy for two rare conditions characterized by epileptic seizures?,1,1,0
Was CBD approved by the United States FDA for treating epilepsy in 2018?,1,1,0
Is there enough evidence to introduce CBD into medical practice for the treatment of schizophrenia?,0,0,0
Does initial evidence suggest that CBD may help people in the early stages of Alzheimer's disease?,1,1,0
Is CBD believed to have a potential for interaction with other drugs?,1,1,0
Have significant negative drug interactions with CBD been recorded?,0,1,1
Is CBD generally considered safe?,1,1,0
Should the use of CBD be monitored?,1,1,0
Is it essential to seek assistance if you experience any problems or have questions about CBD use?,1,1,0
Is CBD known to be psychoactive?,0,0,0
Does THC produce the 'high' associated with cannabis?,1,1,0
Is CBD illegal in Canada?,0,0,0
Can CBD only be used to treat a single medical condition?,0,0,0
"Are all cannabinoids, including CBD, produced by the human body?",0,0,0
Does CBD directly attach to receptors in the brain or immune system?,0,0,0
Is the primary psychoactive component of cannabis called THC?,1,1,0
